#TAXONOMY,Phylum,Class,Order,Family,Genus,Species
Otu_11316,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia territorii
Otu_11317,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis
Otu_11318,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis
Otu_11319,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia vietnamiensis
Otu_11320,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,[Pseudomonas] mesoacidophila
Otu_11321,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiaceae incertae sedis,Burkholderiaceae bacterium IAS_1
Otu_11322,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiaceae incertae sedis,Burkholderiaceae bacterium L592_RCm
Otu_11323,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia calidae
Otu_11324,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia cordobensis
Otu_11325,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia mineralivorans
Otu_11326,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sordidicola
Otu_11327,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus Glomeribacter,Candidatus Glomeribacter gigasporarum
Otu_11328,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Other
Otu_11329,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis
Otu_11330,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus gilardii
Otu_11331,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans
Otu_11332,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus nantongensis
Otu_11333,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator
Otu_11334,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus numazuensis
Otu_11335,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus oxalaticus
Otu_11336,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus
Otu_11337,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pinatubonensis
Otu_11338,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus plantarum
Otu_11339,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. 46(2011)
Otu_11340,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. Co17
Otu_11341,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. NH9
Otu_11342,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. S-6
Otu_11343,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. ST-14
Otu_11344,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. TOS2
Otu_11345,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. USMAA1020
Otu_11346,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. USMAA2-4
Otu_11347,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. USMAHM13
Otu_11348,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. UYMM02A
Otu_11349,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. UYMS13B
Otu_11350,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. WBF7
Otu_11351,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. WS
Otu_11352,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. mapud10.1
Otu_11353,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. mpmg1
Otu_11354,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. tpig.6a
Otu_11355,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis
Otu_11356,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Other
Otu_11357,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis
Otu_11358,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. 2D3
Otu_11359,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. e8(2011)
Otu_11360,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Other
Otu_11361,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea apista
Otu_11362,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea faecigallinarum
Otu_11363,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea norimbergensis
Otu_11364,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea oxalativorans
Otu_11365,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa
Otu_11366,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pulmonicola
Otu_11367,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sp.
Otu_11368,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sp. KSI 1075
Otu_11369,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sputorum
Otu_11370,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea terrae
Otu_11371,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans
Otu_11372,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea vervacti
Otu_11373,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Other
Otu_11374,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia aromaticivorans
Otu_11375,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia aspalathi
Otu_11376,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia bannensis
Otu_11377,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caballeronis
Otu_11378,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caledonica
Otu_11379,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis
Otu_11380,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caryophylli
Otu_11381,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia diazotrophica
Otu_11382,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia endofungorum
Otu_11383,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ferrariae
Otu_11384,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia fungorum
Otu_11385,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ginsengisoli
Otu_11386,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ginsengiterrae
Otu_11387,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia graminis
Otu_11388,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia hiiakae
Otu_11389,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia hospita
Otu_11390,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia humisilvae
Otu_11391,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia kirstenboschensis
Otu_11392,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia kururiensis
Otu_11393,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia megapolitana
Otu_11394,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia nodosa
Otu_11395,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phenazinium
Otu_11396,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phenoliruptrix
Otu_11397,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phymatum
Otu_11398,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phytofirmans
Otu_11399,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia rhizoxinica
Otu_11400,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia rhynchosiae
Otu_11401,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sabiae
Otu_11402,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sacchari
Otu_11403,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sartisoli
Otu_11404,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sediminicola
Otu_11405,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia silvatlantica
Otu_11406,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia soli
Otu_11407,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia solisilvae
Otu_11408,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.
Otu_11409,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. SOS3
Otu_11410,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sprentiae
Otu_11411,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia terricola
Otu_11412,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica
Otu_11413,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia unamae
Otu_11414,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans
Otu_11415,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paucimonas,Paucimonas lemoignei
Otu_11416,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Other
Otu_11417,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter acidiphobus
Otu_11418,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter asymbioticus
Otu_11419,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter cosmopolitanus
Otu_11420,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter duraquae
Otu_11421,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter necessarius
Otu_11422,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. LimPoW16
Otu_11423,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. MWH-Braz-FAM4A
Otu_11424,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. MWH-Feld-100
Otu_11425,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. MWH-Lett3-08W15
Otu_11426,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. MWH-T1W11
Otu_11427,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. MWH-UH19D
Otu_11428,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter wuianus
Otu_11429,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Other
Otu_11430,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia insidiosa
Otu_11431,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia mannitolilytica
Otu_11432,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii
Otu_11433,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pseudosolanacearum
Otu_11434,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
Otu_11435,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. 1-1
Otu_11436,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. 12-100
Otu_11437,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. 12B
Otu_11438,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. AJ110405
Otu_11439,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. CCUG 46389
Otu_11440,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. E2
Otu_11441,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. EDS1
Otu_11442,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. EcB11
Otu_11443,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. KN1
Otu_11444,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. NT80
Otu_11445,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. Q3-8/14
Otu_11446,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp. RS2
Otu_11447,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia syzygii
Otu_11448,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,blood disease bacterium A2-HR MARDI
Otu_11449,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,blood disease bacterium R229
Otu_11450,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis
Otu_11451,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Aquabacterium,Aquabacterium parvum
Otu_11452,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Aquabacterium,Aquabacterium sp. A7-Y
Otu_11453,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Aquabacterium,Aquabacterium sp. JJ2211
Otu_11454,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Aquabacterium,Aquabacterium sp. PL1F5
Otu_11455,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Aquincola,Aquincola tertiaricarbonis
Otu_11456,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Burkholderiales incertae sedis,Burkholderiales bacterium 316373/07
Otu_11457,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Burkholderiales incertae sedis,Burkholderiales bacterium GJ-E10
Otu_11458,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Burkholderiales incertae sedis,Burkholderiales bacterium YL45
Otu_11459,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Burkholderiales incertae sedis,[Polyangium] brachysporum
Otu_11460,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Candidatus Branchiomonas cysticola
Otu_11461,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Eleftheria,Eleftheria terrae
Otu_11462,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Ideonella,Ideonella dechloratans
Otu_11463,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Leptothrix,Leptothrix cholodnii
Otu_11464,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Leptothrix,Leptothrix discophora
Otu_11465,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Leptothrix,Leptothrix ochracea
Otu_11466,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Methylibium,Other
Otu_11467,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Methylibium,Methylibium petroleiphilum
Otu_11468,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Methylibium,Methylibium sp. T29
Otu_11469,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Mitsuaria,Mitsuaria sp. 141
Otu_11470,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Mitsuaria,Mitsuaria sp. 7
Otu_11471,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Paucibacter,Paucibacter sp. KCTC 42545
Otu_11472,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Rhizobacter,Rhizobacter fulvus
Otu_11473,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Rhizobacter,Rhizobacter gummiphilus
Otu_11474,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Roseateles,Roseateles depolymerans
Otu_11475,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Rubrivivax,Rubrivivax gelatinosus
Otu_11476,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Rubrivivax,Rubrivivax sp.
Otu_11477,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Sphaerotilus,Sphaerotilus natans
Otu_11478,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Sphaerotilus,Sphaerotilus sp. ATCC 13925
Otu_11479,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Tepidimonas,Tepidimonas sp. BR2
Otu_11480,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Tepidimonas,Tepidimonas sp. HM1
Otu_11481,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Other
Otu_11482,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas arsenitoxydans
Otu_11483,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas delicata
Otu_11484,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas intermedia
Otu_11485,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas perometabolis
Otu_11486,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas sp. CB2
Otu_11487,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas sp. ML1-11
Otu_11488,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas sp. ML1-80
Otu_11489,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Thiomonas,Thiomonas sp. ML2-1
Otu_11490,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Other,Other
Otu_11491,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Other
Otu_11492,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax anthurii
Otu_11493,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae
Otu_11494,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax citrulli
Otu_11495,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax defluvii
Otu_11496,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax delafieldii
Otu_11497,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax ebreus
Otu_11498,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax facilis
Otu_11499,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax konjaci
Otu_11500,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp.
Otu_11501,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. G3DM-41
Otu_11502,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. GW2
Otu_11503,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42
Otu_11504,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102
Otu_11505,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. MR-S7
Otu_11506,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. NA2
Otu_11507,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. NA3
Otu_11508,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. NO-1
Otu_11509,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. P3
Otu_11510,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. P4
Otu_11511,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01
Otu_11512,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. T1
Otu_11513,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. TP4
Otu_11514,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. V3M43
Otu_11515,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax temperans
Otu_11516,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax valerianellae
Otu_11517,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans
Otu_11518,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus sp.
Otu_11519,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas chironomi
Otu_11520,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas denitrificans
Otu_11521,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas petroleovorans
Otu_11522,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas sp. canine oral taxon 015
Otu_11523,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Candidatus Symbiobacter,Candidatus Symbiobacter mobilis
Otu_11524,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae incertae sedis,Comamonadaceae bacterium A1
Otu_11525,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae incertae sedis,Comamonadaceae bacterium B1
Otu_11526,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Other
Otu_11527,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas aquatica
Otu_11528,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas humi
Otu_11529,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii
Otu_11530,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas serinivorans
