#NAME,case1_after,case1_before,case2_after,case2_before,case3_after,case3_before,case4_after,case4_before,case5_after,case5_before,case6_after,case6_before,case7_after,case7_before,case8_after,case8_before,case9_after,case11_after,case11_before,case12_after,case12_before,case13_after,case13_before,case14_after,case14_before,case15_after,case15_before,donor_1,donor_2,donor_3,donor_4,donor_5,donor_6
K02013,1040,209,1596,1127,1441,565,1278,699,1885,2129,938,2879,1082,2082,1003,1241,10430,456,551,1745,741,2824,1569,2706,2047,1387,963,1007,158,420,635,1104,1366
K02010,50,21,117,114,219,99,209,99,349,435,107,259,255,99,289,108,507,133,47,322,156,205,209,440,208,250,127,196,22,26,91,208,223
K01761,76,9,137,171,530,187,477,155,378,452,129,383,432,131,254,103,1401,131,110,412,112,418,390,575,334,331,54,450,22,33,142,310,360
K01760,388,98,883,470,617,177,361,230,1494,1955,344,874,648,836,665,583,6824,126,112,637,245,1159,642,1111,567,605,240,354,44,89,281,554,445
K01763,11,3,17,21,42,16,42,13,29,31,15,122,55,168,8,13,98,8,8,49,21,48,45,28,37,38,10,51,5,10,24,37,47
K00282,4,29,301,319,682,309,1113,372,120,132,95,623,449,156,161,55,567,195,42,336,251,197,282,311,518,91,151,192,88,100,71,133,240
K03308,881,51,508,285,1326,454,947,499,575,738,357,1019,879,543,675,367,3212,484,382,937,384,749,1483,2467,1239,1422,474,1172,111,205,545,1133,1264
K02492,196,189,747,392,765,304,518,165,2454,3346,441,679,654,317,380,540,3575,584,175,854,367,826,613,691,558,657,176,466,120,309,296,724,674
K02493,1425,87,1056,942,1828,655,1674,814,2016,2435,494,2170,1831,1533,1987,905,13218,659,752,1687,658,2420,2784,2676,2006,1877,677,1255,146,289,729,1612,1567
K08161,358,95,727,558,105,50,68,73,1564,1814,251,1891,311,2102,1139,726,2641,9,87,381,182,775,68,98,632,53,194,22,6,12,10,20,7
K03943,30,1,17,27,54,20,32,11,23,38,8,15,20,30,6,8,261,24,10,19,10,17,22,73,39,34,4,12,5,18,11,32,7
K02499,240,8,172,160,485,212,517,235,323,295,58,194,294,275,244,215,1555,210,171,384,134,310,456,529,534,627,116,436,41,71,204,346,364
K08169,1117,8,277,150,230,88,134,57,406,541,197,56,155,635,853,640,7902,262,289,43,104,481,1129,131,701,131,239,28,20,61,20,15,223
K00313,5,18,832,334,71,35,110,27,896,1004,292,456,69,287,11,272,6538,15,5,279,187,831,189,111,272,199,390,67,29,63,47,84,59
K14415,203,46,629,199,56,30,251,82,366,481,111,86,42,119,86,129,3047,387,168,83,35,388,188,68,371,106,133,9,9,30,32,38,70
K01572,1530,22,1138,826,3673,1337,3179,1109,1806,2032,856,1686,2224,930,1855,1329,6978,993,1019,3449,1063,2679,3453,4072,2394,3521,813,2911,221,307,1428,2873,3551
K08368,1,14,351,148,29,25,27,13,346,426,135,104,43,103,10,65,440,11,1,24,76,338,67,7,106,33,131,28,8,28,9,14,29
K08369,250,19,488,335,333,63,31,16,574,743,245,53,421,68,22,62,5245,37,41,171,137,610,426,133,172,152,120,382,6,20,23,79,12
K07710,26,1,360,104,41,18,34,8,316,328,167,36,27,34,42,38,3627,12,15,21,89,394,86,43,44,48,104,18,5,4,7,21,22
K15912,157,6,78,91,137,102,333,221,134,230,30,98,97,247,354,116,3909,95,141,138,39,90,483,343,235,343,92,148,6,37,82,155,171
K01615,234,15,147,152,699,225,789,221,284,353,106,262,287,177,275,261,1074,179,153,844,322,341,1066,626,352,431,125,334,37,54,153,342,350
K01611,318,12,208,192,314,155,300,90,326,376,140,161,259,249,68,406,2324,72,109,462,115,438,489,958,194,494,111,177,15,16,192,262,263
K01610,3786,75,2715,1893,5695,2301,5802,2869,3533,4088,1668,3370,4689,1816,4485,1723,22380,1697,1797,6111,2284,5578,6453,9532,4944,8572,2231,5582,339,700,3165,6518,7561
K01613,1186,37,758,223,800,436,911,575,652,758,434,478,621,500,1097,707,7235,390,455,949,624,1056,1743,1698,1065,1475,432,1127,60,126,465,1072,1137
K02122,31,4,102,143,143,58,180,72,60,60,33,512,61,513,9,24,54,43,60,45,42,42,62,35,96,45,37,79,5,7,23,52,37
K02123,221,6,501,732,570,204,345,103,234,319,181,2755,558,2463,240,122,1364,448,206,420,265,422,584,707,690,229,349,342,36,42,134,284,298
K02120,78,5,722,712,1308,589,871,287,520,624,354,2401,1196,1221,336,136,2480,553,330,989,522,730,1059,1322,996,653,759,787,63,73,339,684,722
K01619,1206,326,1283,1166,2380,1058,2253,793,3130,3972,717,3447,2364,2648,2601,1122,8576,987,770,2607,825,2338,3226,4894,2957,2324,1131,1341,232,450,859,1852,2305
K02124,44,4,111,234,153,83,149,51,83,111,54,727,137,722,27,44,300,100,78,86,84,70,162,208,168,62,41,122,14,18,46,73,63
K03835,143,16,401,138,6,6,63,29,460,528,230,1,29,37,9,242,3615,6,3,15,101,472,51,7,140,36,116,17,4,3,1,3,16
K03833,189,11,576,183,69,17,118,53,586,745,292,59,103,91,46,316,4584,36,16,86,183,589,132,140,229,90,154,40,3,15,9,15,21
K03831,106,9,247,94,299,101,129,55,253,315,202,364,230,81,140,120,1993,61,13,384,178,517,194,430,229,154,102,107,20,9,89,148,219
K03547,279,32,467,226,355,145,303,145,973,982,275,477,320,397,330,329,3424,125,70,412,165,590,432,602,343,317,145,384,19,77,170,319,250
K03546,1282,115,1639,808,1709,558,1111,535,2283,2518,800,1967,1406,1523,1642,940,11368,554,484,1882,616,2398,1972,2649,2211,1307,778,1309,65,230,584,1147,1220
K03545,612,402,2415,2244,5377,1809,4235,1518,6735,7955,1828,5361,5844,2627,3808,1451,21502,1440,1042,5872,1737,6573,4239,8173,4974,4499,1528,4033,430,713,2301,4784,6476
K03544,2627,360,3534,2926,8314,3014,6612,2943,7594,9333,2508,6758,7865,3737,6617,2168,30839,2285,1803,7296,2675,8455,7648,11590,6839,7756,2587,6425,571,1000,3734,7774,9159
K02834,639,108,627,664,1345,505,1184,576,1963,2296,407,1314,1548,829,1406,468,8373,368,330,1306,463,1696,1462,2098,1369,1313,449,1148,123,241,539,1418,1503
K02835,2660,282,2416,2343,5557,2087,5465,2380,6317,7475,1468,4783,4969,3211,4573,1973,26913,1742,1512,5421,1602,6182,5905,8241,5106,6123,1664,4356,423,677,2381,5311,5434
K13038,1040,170,1291,852,2311,627,1517,800,2572,2973,762,1927,1885,1208,1770,956,10717,697,460,2598,765,2691,2331,2916,1679,2438,708,2029,96,325,1104,2257,2719
K13787,489,11,272,140,340,185,486,287,158,217,49,202,250,245,415,175,2706,271,162,225,127,324,671,523,470,619,161,339,28,76,211,434,337
K02838,1387,134,1196,1172,2634,1014,2655,1212,3096,3700,756,2154,2446,1453,2362,983,12358,809,838,2450,798,3122,2870,3796,2621,2812,887,2112,163,381,1201,2404,2666
K13789,136,41,378,376,971,355,673,284,889,946,223,849,755,541,589,311,1736,257,202,828,243,772,584,1374,798,745,202,643,76,67,368,661,913
K13034,13,1,9,1,33,6,20,11,10,37,9,26,23,2,9,5,77,9,10,21,2,24,25,44,39,32,7,23,3,10,15,19,21
K03549,460,419,1373,2475,909,244,1131,977,7539,8460,493,3301,3834,3435,4957,798,31982,571,69,1825,384,5982,3057,1265,2043,2483,261,1073,244,574,781,1692,697
K03548,103,4,288,131,14,4,38,22,277,325,159,175,32,150,8,181,2134,6,3,25,74,220,29,9,69,36,72,24,3,8,4,23,30
K21745,24,16,68,85,147,71,118,52,114,124,98,528,182,352,100,53,565,76,34,242,61,83,261,456,206,207,147,282,5,29,85,129,228
K21613,43,16,46,79,132,44,66,27,162,181,56,167,131,86,131,98,761,34,28,233,37,284,126,307,187,64,47,45,4,10,25,74,84
K03617,806,10,690,511,1781,644,1577,630,888,1035,463,1062,1279,704,1016,527,4494,584,486,1420,515,1137,1646,2740,1468,2218,579,1423,123,176,928,1971,1892
K03616,149,11,158,62,111,47,82,36,136,172,67,37,64,47,68,132,1446,75,73,96,50,135,128,96,153,92,60,56,6,15,23,66,94
K03615,615,17,841,428,1307,471,1077,354,914,914,502,1206,969,456,808,462,5446,382,276,1036,561,1120,1181,1690,1008,1187,456,884,71,96,473,1132,1212
K03614,390,12,399,218,537,257,652,264,457,485,261,456,382,270,424,354,3642,215,209,450,246,488,651,1020,582,1044,244,684,27,56,406,767,649
K03613,742,7,584,389,1426,515,1269,477,751,912,347,986,1099,500,810,367,4025,499,418,1017,457,1007,1401,2097,1270,1458,559,1043,72,141,691,1357,1458
K02237,43,24,231,130,354,80,212,72,640,704,163,383,340,195,284,96,1783,72,46,355,92,515,193,383,330,171,132,151,33,44,83,214,321
K02234,73,5,89,67,189,65,150,74,107,112,81,87,106,195,48,34,419,45,28,58,84,131,162,211,128,146,62,203,13,20,55,144,185
K02232,1629,145,1800,1009,4074,1135,2462,902,4552,5549,1073,2229,2779,1112,1425,1081,10590,1285,877,4117,1553,3165,3141,3817,2973,2600,1457,1898,283,499,1457,2720,4471
K02233,145,11,316,181,482,102,293,68,663,745,194,227,375,104,143,197,1852,206,94,426,194,452,380,473,350,257,123,249,48,44,201,342,427
K02230,43,92,65,64,119,120,218,88,94,124,10,163,61,173,37,276,572,79,60,558,56,123,237,342,91,151,65,235,78,192,27,85,100
K02231,56,1,94,41,18,3,18,11,143,167,26,15,27,19,3,145,1082,3,8,32,34,125,14,67,48,22,39,11,10,1,11,12,9
K02238,182,32,575,295,295,64,290,121,1047,1244,311,422,314,385,235,323,5137,103,109,298,181,941,300,474,427,186,211,375,17,28,97,179,207
K03723,2770,659,4045,3751,9489,3161,7713,3330,11380,12930,2568,8154,8039,5527,6822,3076,39820,2610,2236,8616,2624,10180,8175,11825,7972,8112,2447,6817,641,1385,3939,7724,8486
K03722,477,185,956,496,346,100,264,98,1862,2089,639,813,375,975,451,758,7898,121,96,414,288,1107,328,297,609,185,318,221,107,222,66,137,304
K03721,203,4,231,63,54,16,114,106,197,271,139,77,29,55,46,192,1897,24,55,8,62,164,111,50,113,56,72,13,3,17,7,15,41
K03724,64,44,1408,995,271,63,333,69,1352,1557,43,654,1044,252,35,242,19133,841,109,185,61,1314,864,114,763,333,466,78,31,76,65,294,95
K04720,134,5,124,64,287,69,123,43,315,346,92,317,153,92,91,179,348,67,48,273,152,217,169,164,207,103,85,127,12,16,68,150,216
K19689,183,29,461,594,719,356,679,336,907,866,260,1825,406,1601,518,413,2161,269,265,1324,252,2078,433,1140,1183,627,531,630,62,121,238,396,399
K01533,176,45,807,646,235,134,219,78,421,410,126,2309,488,2308,193,665,897,82,40,310,150,1068,187,333,677,143,303,148,21,61,95,170,172
K02765,4,3,15,8,9,3,10,3,18,19,26,20,32,14,21,7,151,6,10,20,8,20,11,71,26,14,6,11,3,2,7,19,33
K07238,107,9,275,125,190,115,230,84,303,374,110,50,154,145,23,422,1973,138,112,283,84,330,539,125,242,127,106,65,16,33,52,81,163
K13815,31,1,287,128,677,153,574,154,406,416,203,493,508,226,399,62,1473,123,70,644,214,612,395,1027,533,626,81,611,27,48,415,768,1175
K06398,132,1,676,745,3247,989,2398,681,1614,1667,734,2368,2559,565,848,341,3391,724,462,1928,724,1572,1921,4212,2029,2174,719,2729,186,232,1231,2509,3450
K06412,3,4,229,133,839,236,575,182,466,512,359,787,826,165,349,32,1572,156,44,564,287,542,484,1048,356,595,248,533,59,71,379,844,1119
K06726,106,119,413,245,269,93,72,23,1303,1607,138,845,280,708,751,297,1910,22,13,148,149,351,150,116,297,106,377,69,23,66,26,74,66
K17319,96,2,384,655,795,242,556,179,741,743,466,5221,845,1898,463,511,1796,341,148,1177,332,797,463,1383,1118,866,843,495,78,120,517,1049,1747
K14213,200,5,143,77,103,64,189,145,110,115,75,126,110,109,139,120,1149,68,85,62,86,123,262,241,149,326,56,128,6,28,95,163,204
K07704,156,34,312,230,281,102,153,55,1933,2613,226,431,230,153,273,330,2405,136,162,628,139,648,457,183,531,164,141,107,32,50,77,107,229
K19333,79,4,141,47,2,2,26,10,198,228,84,11,19,22,8,106,1425,3,3,35,63,107,20,16,37,20,58,11,5,2,7,4,11
K16371,204,8,677,286,63,19,198,49,729,760,314,252,195,50,6,278,3487,50,25,58,174,872,415,536,297,155,180,53,6,9,105,192,128
K06381,15,1,65,82,275,77,260,63,131,130,55,219,171,79,91,58,316,122,18,211,41,108,189,495,280,272,82,213,11,25,124,281,303
K00620,170,193,1287,1384,4422,1306,2629,815,2522,2746,986,2927,3973,896,1773,245,14884,1279,658,4010,876,4686,3153,5219,3172,2989,1002,3773,232,467,1625,3353,4135
K00627,408,203,752,525,323,95,234,112,1247,1405,288,1511,286,1856,555,442,3985,39,78,452,397,801,123,81,669,87,183,50,185,200,17,22,48
K00626,543,196,1271,889,2140,524,1896,558,3351,3867,703,2399,1528,1558,1104,653,6186,651,283,1863,1056,1936,1344,2312,1516,1633,516,1479,163,255,860,1998,2286
K00625,1240,67,1023,650,1779,603,1543,875,2161,2582,559,2184,1553,1301,2109,732,7189,560,560,1817,844,2270,2129,2762,1938,1912,749,1534,68,251,806,1735,1856
K02805,148,21,525,174,641,205,356,149,638,709,448,597,810,73,167,230,4316,138,112,850,304,939,506,1480,775,904,78,471,49,51,440,680,761
K02552,130,14,297,99,8,6,51,21,301,370,167,12,31,34,17,191,2537,6,15,11,77,297,62,3,102,24,82,17,5,20,5,5,17
K18097,12,2,24,16,24,26,24,11,61,54,13,33,41,4,24,5,117,4,9,31,15,34,82,40,26,11,2,26,3,1,8,12,36
K21470,227,15,342,132,8,11,58,30,408,485,208,5,30,63,93,240,3516,7,20,14,62,343,98,68,120,124,93,70,4,7,26,53,23
K13598,47,7,9,4,6,3,66,22,3,3,4,3,9,10,2,13,15,9,5,2,4,7,50,7,27,11,4,1,7,2,2,5,21
K02550,6,16,108,54,2,3,11,8,47,69,49,5,13,47,18,33,1053,8,3,22,36,98,36,12,37,12,25,2,7,19,2,1,8
K10008,5,8,24,71,58,23,40,24,124,146,12,36,115,18,89,29,776,28,10,131,25,112,102,89,36,78,17,23,4,6,23,82,68
K11074,67,6,190,99,112,73,113,23,242,260,149,114,105,44,28,131,1533,53,25,113,73,197,77,278,218,92,122,92,18,24,67,100,81
K10009,106,100,447,236,679,219,310,132,1692,1985,202,543,610,367,885,219,2366,171,129,940,225,1156,413,501,735,508,205,312,30,60,214,466,587
K11070,147,6,264,134,272,115,222,94,432,499,181,302,213,206,146,179,1684,83,59,238,92,344,222,369,340,183,136,169,18,24,106,213,267
K11071,275,13,488,271,772,259,514,234,561,698,306,716,560,337,437,293,2661,211,114,612,256,709,544,1269,711,603,333,603,42,65,301,603,708
K11072,3192,139,3809,2756,7343,2387,4584,1985,8352,10115,2145,7522,5470,4094,6553,2381,21181,2182,1789,6452,2570,6817,6558,11115,6774,5545,2750,4996,416,680,2632,5447,6463
K11073,138,9,284,85,84,23,86,46,440,542,176,118,95,45,111,195,2370,23,43,124,80,391,124,268,238,88,99,69,8,10,30,54,94
K16201,7,1,101,59,147,49,89,28,99,118,66,217,120,40,145,37,244,32,21,147,61,161,130,124,94,80,44,77,9,11,40,94,154
K11529,25,8,25,70,411,76,337,129,582,630,59,425,140,94,17,56,104,76,58,462,70,392,439,249,103,381,13,276,19,26,145,219,395
K11710,34,10,81,107,39,16,55,25,102,99,15,164,68,222,52,146,711,10,27,60,17,71,57,106,110,47,43,17,4,13,14,57,27
K00762,1434,225,1567,1511,3011,1166,2770,1242,3446,4227,877,2895,2867,1832,2717,1043,15366,1212,904,2985,1003,3874,3529,4905,2901,3664,1057,2547,156,489,1518,3222,3349
K02558,188,36,306,91,27,25,67,35,325,386,181,2,37,48,12,259,2563,11,12,8,80,309,63,33,94,40,88,6,22,10,12,8,16
K00054,23,48,122,99,117,40,18,47,937,1041,39,347,157,356,459,71,132,5,78,236,137,371,62,54,310,14,54,20,2,28,4,7,5
K07287,117,12,214,54,4,2,50,14,254,307,138,1,16,22,1,152,1725,8,5,1,33,214,57,3,52,17,45,7,6,12,4,3,7
K07533,344,103,544,587,302,102,209,173,2279,2799,130,2332,428,2456,1573,203,1076,80,165,497,190,763,191,411,787,166,202,160,7,57,64,158,111
K00764,818,418,2296,2617,5319,1614,3867,1301,5579,6357,1410,5231,4958,3364,2400,1564,24003,1701,1150,5427,1247,6800,4581,7206,4498,4046,1395,4351,326,715,2258,4535,4637
K00088,2412,586,3150,2888,5679,2300,4841,2671,7177,8392,1766,6092,6500,3990,5462,2216,35280,1941,1822,5090,2010,6800,6638,8668,5638,6637,2085,5167,395,1158,2767,6161,6355
K00083,29,20,122,44,37,11,19,4,161,210,59,35,46,32,51,46,883,9,4,17,46,107,54,54,81,30,34,11,10,29,11,36,38
K18427,106,3,102,67,120,17,58,26,55,76,42,113,107,98,37,31,748,59,19,55,37,114,156,201,100,38,95,21,4,5,13,33,33
K21064,563,22,448,537,629,268,456,215,1369,1397,267,1853,770,1511,1330,384,3694,235,260,1126,412,1080,1118,1177,747,768,313,635,32,87,325,682,743
K05916,155,36,270,93,16,11,55,16,386,432,186,2,59,17,44,214,2432,36,12,31,41,272,42,39,62,42,71,40,9,11,12,22,10
K08353,2,1,26,28,43,21,19,4,46,62,22,185,36,103,3,9,240,24,3,34,4,43,66,33,48,21,84,9,7,10,7,5,25
K00156,583,56,451,132,55,44,93,24,589,614,237,20,56,193,561,748,5554,38,99,31,97,382,590,280,368,52,200,10,41,110,2,4,29
K01972,4267,650,4832,4532,9243,3735,8566,3549,11721,14531,3159,8497,9302,5393,8421,3714,49342,3285,2764,9597,2765,11442,10351,13049,9842,7847,3089,6586,804,1732,3444,7243,7633
K05919,1,4,53,96,289,111,431,258,166,164,33,117,124,45,13,108,525,118,28,293,42,232,301,782,243,851,19,396,26,30,299,566,371
K00390,95,25,212,57,9,4,60,20,224,247,111,1,26,26,6,168,1699,8,2,9,38,191,30,12,72,22,75,10,21,29,6,1,6
K17735,1,26,31,4,28,19,16,5,21,19,10,50,32,21,21,21,109,5,6,133,84,26,27,26,18,20,10,29,16,13,11,11,16
K01372,468,155,872,783,913,274,462,364,6442,7263,127,1885,1393,1669,3487,316,8316,170,439,1033,342,2112,933,465,1414,737,261,422,34,137,237,434,345
K19270,119,18,280,114,79,32,48,18,347,377,152,17,53,43,4,191,2395,7,12,46,74,276,97,129,93,36,71,34,7,8,9,16,31
K10126,48,1,20,10,18,6,12,7,4,9,9,43,7,17,59,13,189,13,18,14,11,22,50,17,18,33,9,13,2,6,5,15,20
K00648,3205,192,2602,1211,3297,1380,2704,1690,9145,11545,1028,3590,2574,2875,4622,1958,14852,987,1817,3680,1366,3417,5159,5852,3809,4595,1665,2595,189,551,1734,3372,3593
K18331,624,1,583,294,1137,327,843,216,498,526,307,573,732,449,844,285,2273,465,376,671,269,709,741,1567,949,574,224,414,76,82,310,533,614
K15778,73,16,54,28,42,16,133,62,11,18,10,20,6,35,34,21,196,63,43,56,6,33,80,112,66,113,10,52,5,14,36,83,52
K04656,345,16,973,364,498,168,540,169,1025,1084,502,572,564,180,214,543,8787,431,121,832,449,1161,403,433,826,653,225,332,38,41,224,496,474
K08676,193,90,30,1,12,11,105,17,23,43,9,21,9,66,1,29,642,24,42,13,4,20,98,11,97,8,17,5,50,189,2,5,62
K04654,204,13,728,245,443,218,462,137,684,719,338,505,620,116,184,339,6622,295,64,803,382,961,331,450,643,615,158,293,23,54,268,479,468
K04655,225,15,814,279,411,210,482,132,686,792,367,545,683,159,134,373,6985,351,78,869,331,1043,370,449,690,553,154,352,37,46,188,380,440
K15772,121,6,236,327,300,103,149,98,552,673,115,1351,302,1114,265,164,1145,78,142,282,164,325,146,659,343,227,156,270,22,52,161,231,346
K15771,169,6,205,299,282,95,141,108,670,739,104,1208,369,1109,245,117,1120,51,169,195,102,214,116,368,226,209,134,347,6,63,163,339,380
K15770,138,8,92,269,45,18,17,57,258,255,21,957,126,1180,35,88,299,22,112,33,67,117,14,133,83,19,18,56,7,18,4,14,12
K04094,299,34,415,1342,2773,965,2291,843,2973,3415,335,2551,1881,2146,1410,855,3746,899,746,3772,372,3567,1711,3412,2780,2419,409,2310,231,250,1050,2005,1872
K08678,979,5,326,102,250,222,250,57,175,191,56,132,183,468,1040,486,2923,204,511,143,285,310,1420,240,782,143,207,33,10,105,25,50,337
K04096,388,64,683,544,1073,397,811,359,1477,1629,450,1013,912,797,826,436,6423,285,240,1165,308,1503,770,1147,1099,769,371,796,86,160,349,815,984
K01662,4896,358,3773,2716,8802,3258,7869,3910,6851,7900,2322,5423,7653,4136,7458,2652,32732,2633,2341,6256,2721,6809,9945,12568,7446,10298,3315,8195,626,1179,4536,9309,9500
K07444,57,36,420,344,847,273,551,214,1339,1420,243,1095,749,844,802,138,1316,206,195,656,199,1031,519,1019,719,401,307,464,35,61,308,602,754
K00574,146,53,287,206,225,92,73,26,854,958,234,664,299,381,458,304,3336,44,14,383,214,643,288,97,211,147,95,76,18,31,43,125,135
K00571,7,20,17,75,184,47,133,69,335,405,32,15,122,40,175,38,806,22,45,47,10,64,85,56,96,64,38,91,12,16,37,53,67
K00973,2447,62,2121,1413,3690,1531,3361,1826,3674,4426,1123,3474,4489,2890,4177,1976,26017,1431,1363,3498,1250,4994,6243,7031,4212,8673,1517,4030,257,516,3133,6446,3699
K00971,130,5,348,119,90,68,173,123,320,356,181,102,45,100,48,203,2676,39,66,78,131,265,205,264,145,385,139,130,11,31,154,300,143
K01119,227,38,523,174,52,50,81,45,789,879,320,17,68,215,67,381,4564,23,57,154,164,959,91,72,298,115,175,22,13,24,13,29,47
K00975,379,152,3312,2544,7976,2522,5071,1820,5041,5783,2749,6214,8043,1310,3224,1010,26874,2107,1097,8347,2571,8357,5748,10997,6346,5968,2714,5835,573,791,3292,7164,9546
K00974,660,244,1328,987,2651,828,1738,713,4487,5623,845,2467,2344,1837,2667,835,10137,583,640,2405,712,3552,2028,3003,2386,1798,740,1850,179,295,931,1846,2271
K00979,1284,24,760,327,656,440,695,617,494,603,257,277,251,640,936,816,6260,333,565,758,450,675,1527,1350,744,1868,320,659,26,138,476,951,637
K00978,3,4,305,200,709,245,323,152,348,463,65,363,431,121,269,324,2449,161,292,381,119,187,1156,551,476,525,161,177,52,42,457,753,551
K04477,261,5,332,262,676,222,329,178,530,593,351,886,564,229,251,211,3719,217,102,743,256,726,634,1417,606,702,535,414,31,86,345,563,626
K00640,1212,117,976,752,1701,626,1456,649,1309,1471,539,1628,1253,1251,989,700,8119,702,515,1568,524,2101,1870,2728,1650,1887,599,1449,129,266,780,1583,1786
K03231,6,68,298,110,107,18,212,41,32,77,37,43,77,42,57,5,157,329,80,76,27,77,44,76,245,53,6,131,22,58,40,82,91
K03710,61,13,108,154,123,65,114,32,379,442,58,405,261,511,222,48,1466,53,31,225,67,418,226,269,307,131,107,85,5,18,60,89,168
K01282,549,1,147,52,137,111,327,304,64,95,27,26,65,212,228,173,2034,98,135,47,131,105,454,366,243,549,72,244,6,16,186,307,233
K01281,2,166,652,67,603,270,213,342,5437,6272,151,207,829,47,3448,196,836,35,456,1393,171,2830,134,269,1707,126,214,137,14,37,59,128,51
K01284,1223,31,665,176,258,175,475,288,472,632,233,69,126,401,747,525,5871,223,395,77,338,460,1022,351,651,518,265,247,9,97,179,268,293
K02956,647,88,741,591,1349,609,1300,645,1502,1923,378,1122,1334,848,1289,553,7070,614,464,1212,368,1576,1472,2044,1421,1474,470,1191,117,263,639,1310,1336
K02954,891,136,733,767,1318,593,1361,696,2021,2641,335,1473,1332,1596,1650,599,7577,503,482,1361,472,1629,1549,2189,1415,1826,440,1193,133,297,670,1467,1398
K02952,900,136,1065,1148,2230,900,2293,934,2570,3007,589,1972,2244,1183,1766,721,10211,813,620,2330,660,2727,2361,3543,2152,2430,672,1849,163,337,1057,2329,2311
K02950,837,160,1128,1050,2220,911,2271,990,2560,3064,640,2083,2216,1364,1832,704,10401,840,655,2299,683,2668,2301,3702,2100,2503,685,1992,168,295,1104,2307,2520
K19304,415,13,278,127,398,152,337,159,528,555,243,137,263,131,358,332,3393,115,108,280,123,438,440,579,275,368,100,288,34,49,147,274,280
K19302,640,4,344,62,177,100,177,111,197,290,110,101,85,182,854,301,2244,65,232,84,189,248,613,298,359,346,173,137,6,43,99,223,145
K02959,637,89,633,739,1445,566,1400,686,1553,1808,414,1197,1260,746,1176,507,7875,419,458,1347,405,1568,1689,2053,1317,1677,489,1149,120,236,634,1411,1522
K00887,22,7,52,59,61,50,22,39,205,210,26,238,102,169,74,12,213,11,71,192,47,330,39,179,249,47,26,33,1,7,20,21,67
K07054,72,8,209,64,12,8,42,27,300,348,105,2,39,29,5,158,1681,3,17,5,57,215,37,11,98,18,67,6,1,12,1,4,12
K21084,13,8,660,262,23,15,81,11,706,838,250,40,54,86,17,138,6169,9,6,36,181,616,109,57,256,87,176,31,4,14,30,28,36
K00884,110,10,231,76,15,23,32,25,349,342,154,8,28,62,9,177,2283,6,6,15,72,251,52,22,92,51,75,27,1,13,19,23,19
K01579,677,26,484,339,867,369,546,377,523,631,365,746,910,1157,795,496,4416,294,288,568,453,756,1267,1097,531,1346,471,879,47,132,571,1222,1020
K00880,45,15,445,159,26,13,47,8,257,261,159,78,37,99,15,83,4297,8,3,49,127,475,85,2,104,10,224,24,6,6,3,7,9
K01575,82,27,116,70,69,25,18,51,461,509,55,155,181,13,188,92,1056,1,88,337,56,637,31,28,388,28,64,3,3,22,8,11,7
K03469,595,69,646,656,1567,612,1385,454,1227,1504,297,1093,1127,703,850,440,6260,578,408,1223,575,1505,1373,1636,1103,1246,337,1330,125,221,499,964,1275
K01571,161,24,87,70,351,123,268,87,163,222,202,124,269,90,73,390,709,118,51,324,49,196,181,343,190,282,57,184,33,74,148,285,364
K00889,129,12,67,6,57,56,128,86,35,35,9,19,22,56,147,58,113,40,116,36,114,88,149,63,139,68,46,89,7,25,44,50,71
K01754,734,106,1198,924,1997,799,1411,769,2224,2521,891,1656,1829,518,605,861,14334,520,405,2480,638,3374,1757,3275,2495,2557,787,1931,144,245,1192,2314,2118
K01755,2946,450,2973,2262,6650,2458,4814,2259,6021,7541,1780,4200,5768,2143,4910,2182,31072,2144,1939,6872,2044,7650,7474,10076,5875,7838,2083,5453,409,968,3231,6407,6710
